drug,brandNameDrug,medicalDrugName
Lortab 5 (Hydrocodone Bitartrate and Acetaminophen Tablets),Lortab,Hydrocodone
Lortab 5 (Hydrocodone Bitartrate and Acetaminophen Tablets),Lortab,Hydrocodone
Lortab 7.5 (Hydrocodone Bitartrate and Acetaminophen Tablets),Lortab,Hydrocodone
Lortab 7.5 (Hydrocodone Bitartrate and Acetaminophen Tablets),Lortab,Hydrocodone
Lortab Elixir (Hydrocodone Bitartrate and Acetaminophen Oral Solution),Lortab,Hydrocodone
Lortab Elixir (Hydrocodone Bitartrate and Acetaminophen Oral Solution),Lortab,Hydrocodone
Lorzone (Chlorzoxazone Tablets),Lorzone,Chlorzoxazone
Losartan Potassium (Cozaar),Losartan,Cozaar
Losartan Potassium (Cozaar),Losartan,Cozaar
Losartan Potassium-Hydrochlorothiazide (Hyzaar),Losartan,Hyzaar
Losartan Potassium-Hydrochlorothiazide (Hyzaar),Losartan,Hyzaar
Lotemax (Loteprednol Etabonate Ophthalmic Suspension),Lotemax,Loteprednol
Lotemax (Loteprednol Etabonate Ophthalmic Suspension),Lotemax,Loteprednol
Lotemax Gel (Loteprednol Etabonate Ophthalmic Gel),Lotemax,Loteprednol
Lotemax Gel (Loteprednol Etabonate Ophthalmic Gel),Lotemax,Loteprednol
Lotemax Ophthalmic Ointment (loteprednol etabonate),Lotemax,loteprednol
Lotemax Ophthalmic Ointment (loteprednol etabonate),Lotemax,loteprednol
Lotensin (Benazepril),Lotensin,Benazepril
Lotensin (Benazepril),Lotensin,Benazepril
Lotensin Hct (Benazepril HCl and HCTZ),Lotensin,Benazepril
Lotensin Hct (Benazepril HCl and HCTZ),Lotensin,Benazepril
loteprednol etabonate (Lotemax Ophthalmic Ointment),loteprednol,Lotemax
loteprednol etabonate (Lotemax Ophthalmic Ointment),loteprednol,Lotemax
Loteprednol Etabonate and Tobramycin (Zylet),Loteprednol,Zylet
Loteprednol Etabonate and Tobramycin (Zylet),Loteprednol,Zylet
Loteprednol Etabonate Ophthalmic Gel (Lotemax Gel),Loteprednol,Lotemax
Loteprednol Etabonate Ophthalmic Gel (Lotemax Gel),Loteprednol,Lotemax
Loteprednol Etabonate Ophthalmic Suspension (Alrex),Loteprednol,Alrex
Loteprednol Etabonate Ophthalmic Suspension (Alrex),Loteprednol,Alrex
Loteprednol Etabonate Ophthalmic Suspension (Lotemax),Loteprednol,Lotemax
Loteprednol Etabonate Ophthalmic Suspension (Lotemax),Loteprednol,Lotemax
Lotrel (Amlodipine Besylate and Benazepril HCl),Lotrel,Amlodipine
Lotrel (Amlodipine Besylate and Benazepril HCl),Lotrel,Amlodipine
Lotrisone (Clotrimazole and Betamethasone),Lotrisone,Clotrimazole
Lotrisone (Clotrimazole and Betamethasone),Lotrisone,Clotrimazole
Lotronex (Alosetron Hydrochloride),Lotronex,Alosetron
Lotronex (Alosetron Hydrochloride),Lotronex,Alosetron
Lovastatin (Mevacor),Lovastatin,Mevacor
Lovastatin (Mevacor),Lovastatin,Mevacor
Lovastatin Extended-Release Tablets (Altocor),Lovastatin,Altocor
Lovastatin Extended-Release Tablets (Altoprev),Lovastatin,Altoprev
Lovastatin Extended-Release Tablets (Altoprev),Lovastatin,Altoprev
Lovaza (Omega-3-Acid Ethyl Esters),Lovaza,Omega-3-Acid
Lovaza (Omega-3-Acid Ethyl Esters),Lovaza,Omega-3-Acid
Lovenox (Enoxaparin Sodium Injection),Lovenox,Enoxaparin
Lovenox (Enoxaparin Sodium Injection),Lovenox,Enoxaparin
Low Calcium Peritoneal Dialysis Solutions (Dianeal Low Calcium),Low,Dianeal
Low-Ogestrel (Norgestrel and Ethinyl Estradiol Tablets),Low-Ogestrel,Norgestrel
Low-Ogestrel (Norgestrel and Ethinyl Estradiol Tablets),Low-Ogestrel,Norgestrel
Loxapine (Loxapine Succinate),Loxapine,Loxapine
Loxapine (Loxapine Succinate),Loxapine,Loxapine
Loxapine (Loxitane),Loxapine,Loxitane
Loxapine (Loxitane),Loxapine,Loxitane
Loxapine Inhalation Powder  (Adasuve),Loxapine,Adasuve
Loxapine Succinate (Loxapine),Loxapine,Loxapine
Loxapine Succinate (Loxapine),Loxapine,Loxapine
Loxitane (Loxapine),Loxitane,Loxapine
Loxitane (Loxapine),Loxitane,Loxapine
Lozol (Indapamide),Lozol,Indapamide
Lozol (Indapamide),Lozol,Indapamide
Lubiprostone (Amitiza),Lubiprostone,Amitiza
Lubiprostone (Amitiza),Lubiprostone,Amitiza
Lucentis (Ranibizumab Injection),Lucentis,Ranibizumab
Lucentis (Ranibizumab Injection),Lucentis,Ranibizumab
Lucinactant (Surfaxin),Lucinactant,Surfaxin
Lucinactant (Surfaxin),Lucinactant,Surfaxin
Lufyllin (Dyphylline),Lufyllin,Dyphylline
Lufyllin (Dyphylline),Lufyllin,Dyphylline
"Luliconazole Cream, 1% (Luzu)",Luliconazole,Luzu
Lumacaftor and Ivacaftor Film-coated Tablets for Oral Administration (Orkambi),Lumacaftor,Orkambi
Lumason (Sulfur Hexafluoride Lipid-type A Microspheres Injectable Suspension),Lumason,Sulfur
Lumigan (Bimatoprost Ophthalmic Solution 0.03% for Glaucoma),Lumigan,Bimatoprost
Lumigan (Bimatoprost Ophthalmic Solution 0.03% for Glaucoma),Lumigan,Bimatoprost
Lumizyme (Alglucosidase Alfa),Lumizyme,Alglucosidase
Lumizyme (Alglucosidase Alfa),Lumizyme,Alglucosidase
Lunesta (Eszopiclone),Lunesta,Eszopiclone
Lunesta (Eszopiclone),Lunesta,Eszopiclone
Lupaneta Pack (Lupaneta Pack Leuprolide Acetate for Depot Suspension; Norethindrone Acetate Tablets),Lupaneta,Lupaneta
Lupaneta Pack Leuprolide Acetate for Depot Suspension; Norethindrone Acetate Tablets (Lupaneta Pack),Lupaneta,Lupaneta
Lupron (Leuprolide Acetate Injection),Lupron,Leuprolide
Lupron (Leuprolide Acetate Injection),Lupron,Leuprolide
Lupron Depot (Leuprolide Acetate for Depot Suspension),Lupron,Leuprolide
Lupron Depot (Leuprolide Acetate for Depot Suspension),Lupron,Leuprolide
Lupron Depot 11.25 mg (Leuprolide Acetate for Depot Suspension),Lupron,Leuprolide
Lupron Depot 11.25 mg (Leuprolide Acetate for Depot Suspension),Lupron,Leuprolide
Lupron Depot 22.5 (Leuprolide Acetate for Depot Suspension Injection),Lupron,Leuprolide
Lupron Depot 22.5 (Leuprolide Acetate for Depot Suspension Injection),Lupron,Leuprolide
Lupron Depot 3.75 mg (Leuprolide Acetate Injection),Lupron,Leuprolide
Lupron Depot 3.75 mg (Leuprolide Acetate Injection),Lupron,Leuprolide
Lupron Depot 7.5 mg (Leuprolide Acetate for Depot Suspension),Lupron,Leuprolide
Lupron Depot 7.5 mg (Leuprolide Acetate for Depot Suspension),Lupron,Leuprolide
Lupron Depot Pediatric (Leuprolide Acetate Injection),Lupron,Leuprolide
Lupron Depot Pediatric (Leuprolide Acetate Injection),Lupron,Leuprolide
Lurasidone HCL Tablets for Oral Administration (Latuda),Lurasidone,Latuda
Lurasidone HCL Tablets for Oral Administration (Latuda),Lurasidone,Latuda
Lusedra (Fospropofol Disodium Injection),Lusedra,Fospropofol
Lutera (Levonorgestrel and Ethinyl Estradiol),Lutera,Levonorgestrel
Lutera (Levonorgestrel and Ethinyl Estradiol),Lutera,Levonorgestrel
Luvox (Fluvoxamine Maleate Tablets),Luvox,Fluvoxamine
Luvox (Fluvoxamine Maleate Tablets),Luvox,Fluvoxamine
Luvox CR (Fluvoxamine Maleate Extended-Release Capsules),Luvox,Fluvoxamine
Luvox CR (Fluvoxamine Maleate Extended-Release Capsules),Luvox,Fluvoxamine
Luxiq (Betamethasone Valerate Foam),Luxiq,Betamethasone
Luxiq (Betamethasone Valerate Foam),Luxiq,Betamethasone
"Luzu (Luliconazole Cream, 1%)",Luzu,Luliconazole
Lybrel (Levonorgestrel and Ethinyl Estradol Tablets),Lybrel,Levonorgestrel
Lybrel (Levonorgestrel and Ethinyl Estradol Tablets),Lybrel,Levonorgestrel
Lymerix (Lipoprotein Outer Surface A Vaccine),Lymerix,Lipoprotein
Lymphazurin (Isosulfan Blue),Lymphazurin,Isosulfan
Lymphocyte immune globulin (Atgam),Lymphocyte,Atgam
Lynparza (Olaparib Capsules for Oral Administration),Lynparza,Olaparib
Lyrica (Pregabalin),Lyrica,Pregabalin
Lyrica (Pregabalin),Lyrica,Pregabalin
Lysodren (Mitotane),Lysodren,Mitotane
Lysodren (Mitotane),Lysodren,Mitotane
Lysteda (Tranexamic Acid Tablets),Lysteda,Tranexamic
Lysteda (Tranexamic Acid Tablets),Lysteda,Tranexamic
K-LOR (Potassium Chloride),K-LOR,Potassium
K-LOR (Potassium Chloride),K-LOR,Potassium
K-Phos Neutral  (Potassium and Sodium Phosphate),K-Phos,Potassium
K-Phos Neutral  (Potassium and Sodium Phosphate),K-Phos,Potassium
K-Tab (Potassium Chloride Extended-Release Tablets),K-Tab,Potassium
K-Tab (Potassium Chloride Extended-Release Tablets),K-Tab,Potassium
"Kabiven (Amino Acids, Electrolytes, Dextrose and Lipid Injectable Emulsion)",Kabiven,Amino
Kadcyla (Ado-trastuzumab Emtansine Injection for IV Use),Kadcyla,Ado-trastuzumab
Kadian (Morphine Sulfate Extended-Release),Kadian,Morphine
Kadian (Morphine Sulfate Extended-Release),Kadian,Morphine
Kalbitor (Ecallantide Injection),Kalbitor,Ecallantide
Kalbitor (Ecallantide Injection),Kalbitor,Ecallantide
"Kaletra Capsules (Lopinavir, Ritonavir Capsules)",Kaletra,Lopinavir
"Kaletra Capsules (Lopinavir, Ritonavir Capsules)",Kaletra,Lopinavir
"Kaletra Tablets (Lopinavir, Ritonavir Tablets)",Kaletra,Lopinavir
"Kaletra Tablets (Lopinavir, Ritonavir Tablets)",Kaletra,Lopinavir
Kalydeco (Ivacaftor),Kalydeco,Ivacaftor
Kalydeco (Ivacaftor),Kalydeco,Ivacaftor
Kanamycin (Kantrex),Kanamycin,Kantrex
Kanamycin (Kantrex),Kanamycin,Kantrex
Kantrex (Kanamycin),Kantrex,Kanamycin
Kantrex (Kanamycin),Kantrex,Kanamycin
Kanuma (Kanuma Sebelipase Alfa),Kanuma,Kanuma
Kanuma Sebelipase Alfa (Kanuma),Kanuma,Kanuma
Kapidex Delayed Release Capsules (Dexlansoprazole Delayed Release Capsules),Kapidex,Dexlansoprazole
Kapidex Delayed Release Capsules (Dexlansoprazole Delayed Release Capsules),Kapidex,Dexlansoprazole
Kapvay (Clonidine Hydrochloride Extended-Release Tablets),Kapvay,Clonidine
Karbinal ER (Carbinoxamine Maleate Extended-Release Oral Suspension),Karbinal,Carbinoxamine
Kariva (Desogestrel and Ethinyl Estradiol and Ethinyl Estradiol),Kariva,Desogestrel
Kariva (Desogestrel and Ethinyl Estradiol and Ethinyl Estradiol),Kariva,Desogestrel
Kayexalate (Sodium Polystyrene),Kayexalate,Sodium
Kayexalate (Sodium Polystyrene),Kayexalate,Sodium
Kazano (Alogliptin and Metformin HCl Tablets),Kazano,Alogliptin
Kazano (Alogliptin and Metformin HCl Tablets),Kazano,Alogliptin
Kcentra (Prothrombin Complex Concentrate (Human)),Kcentra,Prothrombin
KCL in D5NS (Potassium Chloride in 5% Dextrose and Sodium Chloride Injection),KCL,Potassium
KCL in D5W (Potassium Chloride in 5% Dextrose Injection),KCL,Potassium
KCL in NS (Potassium Chloride in Sodium Chloride Injection),KCL,Potassium
Keflex (Cephalexin),Keflex,Cephalexin
Keflex (Cephalexin),Keflex,Cephalexin
Kemadrin (Procyclidine Hydrochloride Tablets),Kemadrin,Procyclidine
Kemstro (Baclofen),Kemstro,Baclofen
Kenalog 10 Injection (Triamcinolone Acetonide Injectable Suspension),Kenalog,Triamcinolone
Kenalog 10 Injection (Triamcinolone Acetonide Injectable Suspension),Kenalog,Triamcinolone
Kenalog Spray (Triamcinolone Acetonide Topical Aerosol),Kenalog,Triamcinolone
Kenalog-40 Injection (Triamcinolone Acetonide Injectable Suspension),Kenalog-40,Triamcinolone
Kenalog-40 Injection (Triamcinolone Acetonide Injectable Suspension),Kenalog-40,Triamcinolone
Kengreal (Cangrelor for Injection),Kengreal,Cangrelor
Kepivance (Palifermin),Kepivance,Palifermin
Kepivance (Palifermin),Kepivance,Palifermin
Keppra (Levetiracetam),Keppra,Levetiracetam
Keppra (Levetiracetam),Keppra,Levetiracetam
Keppra Injection (Levetiracetam),Keppra,Levetiracetam
Keppra XR (Levetiracetam Extended-Release Tablets),Keppra,Levetiracetam
Keppra XR (Levetiracetam Extended-Release Tablets),Keppra,Levetiracetam
Kerledex (betaxolol hydrochloride and chlorthalidone),Kerledex,betaxolol
Kerlone (Betaxolol Hydrochloride),Kerlone,Betaxolol
Kerlone (Betaxolol Hydrochloride),Kerlone,Betaxolol
"Kerydin (Tavaborole Topical Solution, 5%)",Kerydin,Tavaborole
Ketalar (Ketamine Hydrochloride Injection),Ketalar,Ketamine
Ketalar (Ketamine Hydrochloride Injection),Ketalar,Ketamine
Ketamine HCl (Ketamine Hydrochloride),Ketamine,Ketamine
Ketamine HCl (Ketamine Hydrochloride),Ketamine,Ketamine
Ketamine Hydrochloride (Ketamine HCl),Ketamine,Ketamine
Ketamine Hydrochloride (Ketamine HCl),Ketamine,Ketamine
Ketamine Hydrochloride Injection (Ketalar),Ketamine,Ketalar
Ketamine Hydrochloride Injection (Ketalar),Ketamine,Ketalar
Ketek (Telithromycin),Ketek,Telithromycin
Ketek (Telithromycin),Ketek,Telithromycin
ketoconazole (Kuric),ketoconazole,Kuric
ketoconazole (Kuric),ketoconazole,Kuric
Ketoconazole (Nizoral),Ketoconazole,Nizoral
Ketoconazole (Nizoral),Ketoconazole,Nizoral
Ketoconazole (Xolegel),Ketoconazole,Xolegel
Ketoconazole (Xolegel),Ketoconazole,Xolegel
Ketoconazole 2% (Nizoral Shampoo),Ketoconazole,Nizoral
Ketoconazole 2% (Nizoral Shampoo),Ketoconazole,Nizoral
Ketoconazole Cream (Ketoconazole Cream),Ketoconazole,Ketoconazole
Ketoconazole Cream (Ketoconazole Cream),Ketoconazole,Ketoconazole
"Ketoconazole Foam, 2% (Extina)",Ketoconazole,Extina
"Ketoconazole Foam, 2% (Extina)",Ketoconazole,Extina
Ketoprofen (Orudis),Ketoprofen,Orudis
Ketoprofen (Orudis),Ketoprofen,Orudis
Ketorolac Tromethamine (Acular),Ketorolac,Acular
Ketorolac Tromethamine (Acular),Ketorolac,Acular
Ketorolac Tromethamine (Toradol),Ketorolac,Toradol
Ketorolac Tromethamine (Toradol),Ketorolac,Toradol
Ketorolac Tromethamine Nasal Spray (Sprix),Ketorolac,Sprix
Ketorolac Tromethamine Ophthalmic Solution (Acular LS),Ketorolac,Acular
Ketorolac Tromethamine Ophthalmic Solution (Acular LS),Ketorolac,Acular
Ketorolac Tromethamine Ophthalmic Solution (Acuvail),Ketorolac,Acuvail
Ketorolac Tromethamine Ophthalmic Solution (Acuvail),Ketorolac,Acuvail
Ketotifen Fumarate (Zaditor),Ketotifen,Zaditor
Ketotifen Fumarate (Zaditor),Ketotifen,Zaditor
Keveyis (Dichlorphenamide Tablets),Keveyis,Dichlorphenamide
Keytruda (Pembrolizumab for Injection),Keytruda,Pembrolizumab
Khedezla (Desvenlafaxine Extended-release Tablets),Khedezla,Desvenlafaxine
Kineret (Anakinra),Kineret,Anakinra
Kineret (Anakinra),Kineret,Anakinra
Kinevac (Sincalide),Kinevac,Sincalide
Kinevac (Sincalide),Kinevac,Sincalide
Kinlytic (Urokinase Injection),Kinlytic,Urokinase
Kinlytic (Urokinase Injection),Kinlytic,Urokinase
Kinrix (Diptheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine),Kinrix,Diptheria
Kinrix (Diptheria and Tetanus Toxoids and Acellular Pertussis Adsorbed and Inactivated Poliovirus Vaccine),Kinrix,Diptheria
Kionex (Sodium Polystyrene Sulfonate),Kionex,Sodium
Kionex (Sodium Polystyrene Sulfonate),Kionex,Sodium
Kit for the Preparation of Technetium Tc 99m Medronate Injection (MDP-25 ),Kit,MDP-25
Kitabis Pak (Tobramycin Inhalation Solution for Oral Inhalation),Kitabis,Tobramycin
Klaron (Sodium Sulfacetamide Lotion),Klaron,Sodium
Klaron (Sodium Sulfacetamide Lotion),Klaron,Sodium
Klonopin (Clonazepam),Klonopin,Clonazepam
Klonopin (Clonazepam),Klonopin,Clonazepam
Klor-Con (Potassium Chloride),Klor-Con,Potassium
Klor-Con (Potassium Chloride),Klor-Con,Potassium
Koate (Antihemophilic Factor),Koate,Antihemophilic
Koate (Antihemophilic Factor),Koate,Antihemophilic
Kogenate FS (Antihemophilic Factor (Recombinant)),Kogenate,Antihemophilic
Kogenate FS (Antihemophilic Factor (Recombinant)),Kogenate,Antihemophilic
Kombiglyze XR (Saxagliptin and Metformin HCl Extended-Release),Kombiglyze,Saxagliptin
Kombiglyze XR (Saxagliptin and Metformin HCl Extended-Release),Kombiglyze,Saxagliptin
Konyne (Factor IX Complex),Konyne,Factor
Korlym (Mifepristone),Korlym,Mifepristone
Korlym (Mifepristone),Korlym,Mifepristone
Kovaltry (Antihemophilic Factor (Recombinant) for Intravenous Administration),Kovaltry,Antihemophilic
Kovanaze (Tetracaine HCl and Oxymetazoline HC Nasal Spray),Kovanaze,Tetracaine
Kristalose (Kristalose Lactulose Oral Solution),Kristalose,Kristalose
Kristalose Lactulose Oral Solution (Kristalose),Kristalose,Kristalose
Krystexxa (Pegloticase Injection),Krystexxa,Pegloticase
Krystexxa (Pegloticase Injection),Krystexxa,Pegloticase
Kuric (ketoconazole),Kuric,ketoconazole
Kuric (ketoconazole),Kuric,ketoconazole
Kuvan (Saproterin Dihydrochloride Tablets),Kuvan,Saproterin
Kuvan (Saproterin Dihydrochloride Tablets),Kuvan,Saproterin
Kybella (Deoxycholic Acid Injection),Kybella,Deoxycholic
Kyleena (levonorgestrel),Kyleena,levonorgestrel
Kynamro (Mipomersen Sodium Injection),Kynamro,Mipomersen
Kynamro (Mipomersen Sodium Injection),Kynamro,Mipomersen
Kyprolis  (Carfilzomib),Kyprolis,Carfilzomib
Kytril (Granisetron),Kytril,Granisetron
Kytril (Granisetron),Kytril,Granisetron
Kytril Injection (Granisetron Hydrochloride),Kytril,Granisetron
Jadelle (Levonorgestrel Implants (Unavailable in US)),Jadelle,Levonorgestrel
Jadenu (Deferasirox Tablets),Jadenu,Deferasirox
Jakafi (Ruxolitinib),Jakafi,Ruxolitinib
Jakafi (Ruxolitinib),Jakafi,Ruxolitinib
Jalyn (Dutasteride and Tamsulosin Hydrochloride Capsules),Jalyn,Dutasteride
Jalyn (Dutasteride and Tamsulosin Hydrochloride Capsules),Jalyn,Dutasteride
Jantoven (Warfarin Sodium Tablets),Jantoven,Warfarin
Jantoven (Warfarin Sodium Tablets),Jantoven,Warfarin
Janumet (Sitagliptin Metformin HCL),Janumet,Sitagliptin
Janumet (Sitagliptin Metformin HCL),Janumet,Sitagliptin
Janumet XR (Sitagliptin and Metformin HCl),Janumet,Sitagliptin
Januvia (Sitagliptin Phosphate),Januvia,Sitagliptin
Januvia (Sitagliptin Phosphate),Januvia,Sitagliptin
Japanese Encephalitis Vaccine (Ixiaro),Japanese,Ixiaro
Japanese Encephalitis Vaccine (Ixiaro),Japanese,Ixiaro
Japanese Encephalitis Virus Vaccine Inactivated (Je-Vax),Japanese,Je-Vax
Japanese Encephalitis Virus Vaccine Inactivated (Je-Vax),Japanese,Je-Vax
Jardiance (Empagliflozin Tablets),Jardiance,Empagliflozin
Je-Vax (Japanese Encephalitis Virus Vaccine Inactivated),Je-Vax,Japanese
Je-Vax (Japanese Encephalitis Virus Vaccine Inactivated),Je-Vax,Japanese
Jenloga (Clonidine Tablets),Jenloga,Clonidine
Jentadueto (Linagliptin and Metformin Hydrochloride),Jentadueto,Linagliptin
Jentadueto (Linagliptin and Metformin Hydrochloride),Jentadueto,Linagliptin
Jentadueto XR (Linagliptin and Metformin Hydrochloride Extended-release Tablets),Jentadueto,Linagliptin
Jetrea (Ocriplasmin Injection),Jetrea,Ocriplasmin
Jevtana (Cabazitaxel Injection),Jevtana,Cabazitaxel
Jevtana (Cabazitaxel Injection),Jevtana,Cabazitaxel
"Jinteli (Norethindrone Acetate and Ethinyl Estradiol Tablets, USP)",Jinteli,Norethindrone
Jublia (Efinaconazole Topical Solution),Jublia,Efinaconazole
"Junel Fe (Norethindrone Acetate, Ethinyl Estradiol, Ferrous Fumarate)",Junel,Norethindrone
"Junel Fe (Norethindrone Acetate, Ethinyl Estradiol, Ferrous Fumarate)",Junel,Norethindrone
Juvisync (Sitagliptin and Simvastatin),Juvisync,Sitagliptin
Juvisync (Sitagliptin and Simvastatin),Juvisync,Sitagliptin
Juxtapid (Lomitapide Capsules),Juxtapid,Lomitapide
Juxtapid (Lomitapide Capsules),Juxtapid,Lomitapide
Ibandronate Sodium (Boniva ),Ibandronate,Boniva
Ibandronate Sodium (Boniva ),Ibandronate,Boniva
Ibandronate Sodium Injection (Boniva Injection),Ibandronate,Boniva
Ibandronate Sodium Injection (Boniva Injection),Ibandronate,Boniva
Ibrance (Palbociclib Capsules for Oral Administration),Ibrance,Palbociclib
Ibritumomab Tiuxetan (Zevalin),Ibritumomab,Zevalin
Ibritumomab Tiuxetan (Zevalin),Ibritumomab,Zevalin
Ibrutinib Capsules (Imbruvica),Ibrutinib,Imbruvica
Ibuprofen (Motrin),Ibuprofen,Motrin
Ibuprofen (Motrin),Ibuprofen,Motrin
Ibuprofen and Famotidine Tablets (Duexis),Ibuprofen,Duexis
Ibuprofen and Famotidine Tablets (Duexis),Ibuprofen,Duexis
Ibuprofen in Water for Injection (Caldolor),Ibuprofen,Caldolor
Ibuprofen in Water for Injection (Caldolor),Ibuprofen,Caldolor
Ibuprofen Lysine Injection (NeoProfen),Ibuprofen,NeoProfen
Ibutilide Fumarate Injection (Corvert),Ibutilide,Corvert
Ibutilide Fumarate Injection (Corvert),Ibutilide,Corvert
Ic-Green (Tricarbocyanine),Ic-Green,Tricarbocyanine
Icatibant Injection for Subcutaneous Administration (Firazyr),Icatibant,Firazyr
Icatibant Injection for Subcutaneous Administration (Firazyr),Icatibant,Firazyr
Iclusig (Ponatinib Tablets),Iclusig,Ponatinib
Iclusig (Ponatinib Tablets),Iclusig,Ponatinib
Icodextrin Peritoneal Dialysis Solution (Extraneal),Icodextrin,Extraneal
Icodextrin Peritoneal Dialysis Solution (Extraneal),Icodextrin,Extraneal
Icosapent Ethyl Capsules (Vascepa),Icosapent,Vascepa
Icosapent Ethyl Capsules (Vascepa),Icosapent,Vascepa
Idamycin (Idarubicin),Idamycin,Idarubicin
Idamycin PFS (Idarubicin Hydrochloride Injection),Idamycin,Idarubicin
Idamycin PFS (Idarubicin Hydrochloride Injection),Idamycin,Idarubicin
Idarubicin (Idamycin),Idarubicin,Idamycin
Idarubicin Hydrochloride Injection (Idamycin PFS),Idarubicin,Idamycin
Idarubicin Hydrochloride Injection (Idamycin PFS),Idarubicin,Idamycin
Idarucizumab for Injection (Praxbind),Idarucizumab,Praxbind
Idelalisib Tablets (Zydelig),Idelalisib,Zydelig
Idelvion (Coagulation Factor IX (Recombinant) Albumin Fusion Protein Lyophilized Powder Intravenous Injection ),Idelvion,Coagulation
Idursulfase Solution (Elaprase),Idursulfase,Elaprase
Idursulfase Solution (Elaprase),Idursulfase,Elaprase
Ifex (Ifosfamide),Ifex,Ifosfamide
Ifex (Ifosfamide),Ifex,Ifosfamide
Ifosfamide (Ifex),Ifosfamide,Ifex
Ifosfamide (Ifex),Ifosfamide,Ifex
Ilaris (Canakinumab Injection),Ilaris,Canakinumab
Ilaris (Canakinumab Injection),Ilaris,Canakinumab
Ilevro (Nepafenac Ophthalmic Suspension),Ilevro,Nepafenac
Iloperidone Tablets (Fanapt),Iloperidone,Fanapt
Iloperidone Tablets (Fanapt),Iloperidone,Fanapt
Iloprost (Ventavis),Iloprost,Ventavis
Iloprost (Ventavis),Iloprost,Ventavis
Ilotycin (Erythromycin),Ilotycin,Erythromycin
Iluvien (Fluocinolone Acetonide Intravitreal Implant),Iluvien,Fluocinolone
Imatinib Mesylate (Gleevec),Imatinib,Gleevec
Imatinib Mesylate (Gleevec),Imatinib,Gleevec
Imbruvica (Ibrutinib Capsules),Imbruvica,Ibrutinib
Imiglucerase (Cerezyme),Imiglucerase,Cerezyme
Imiglucerase (Cerezyme),Imiglucerase,Cerezyme
Imipenem and Cilastatin (Primaxin IM),Imipenem,Primaxin
Imipenem and Cilastatin (Primaxin IM),Imipenem,Primaxin
Imipenem and Cilastatin for Injection (Primaxin I.V.),Imipenem,Primaxin
Imipenem and Cilastatin for Injection (Primaxin I.V.),Imipenem,Primaxin
